id_venta;fecha;id_cliente;id_producto;id_tienda;id_promocion;cantidad;precio_unitario;descuento
VTA002353;2024-06-18;CLI02061;PROD0009;TIE018;PRM016;2;76.99;0.13
VTA002354;2024-06-19;CLI01002;PROD0087;TIE001;PRM016;2;79.07;0.13
VTA002354;2024-06-19;CLI01002;PROD0164;TIE001;PROMO_NONE;1;20.25;0.0
VTA002354;2024-06-19;CLI01002;PROD0358;TIE019;PROMO_NONE;2;67.19;0.0
VTA002355;2024-06-19;CLI01671;PROD0028;TIE018;PROMO_NONE;1;102.22;0.0
VTA002355;2024-06-19;CLI01671;PROD0021;TIE017;PRM016;2;73.32;0.13
VTA002355;2024-06-19;CLI01671;PROD0002;TIE018;PRM016;2;79.21;0.13
VTA002356;2024-06-19;CLI02590;PROD0096;TIE012;PROMO_NONE;2;164.92;0.0
VTA002356;2024-06-19;CLI02590;PROD0003;TIE016;PRM016;1;104.42;0.13
VTA002357;2024-06-19;CLI03704;PROD0098;TIE007;PROMO_NONE;1;5.48;0.0
VTA002357;2024-06-19;CLI03704;PROD0506;TIE011;PROMO_NONE;2;122.28;0.0
VTA002358;2024-06-19;CLI02938;PROD0074;TIE006;PROMO_NONE;1;22.34;0.0
VTA002358;2024-06-19;CLI02938;PROD0512;TIE011;PROMO_NONE;1;67.0;0.0
VTA002359;2024-06-19;CLI00409;PROD0072;TIE015;PRM016;1;15.74;0.13
VTA002359;2024-06-19;CLI00409;PROD0063;TIE006;PROMO_NONE;1;116.53;0.0
VTA002360;2024-06-19;CLI00557;PROD0437;TIE009;PROMO_NONE;2;122.67;0.0
VTA002361;2024-06-19;CLI04714;PROD0087;TIE020;PROMO_NONE;1;83.56;0.0
VTA002361;2024-06-19;CLI04714;PROD0003;TIE009;PROMO_NONE;1;100.28;0.0
VTA002362;2024-06-19;CLI04541;PROD0111;TIE005;PROMO_NONE;1;37.56;0.0
VTA002362;2024-06-19;CLI04541;PROD0036;TIE011;PROMO_NONE;2;89.7;0.0
VTA002363;2024-06-19;CLI00407;PROD0022;TIE001;PROMO_NONE;1;132.47;0.0
VTA002363;2024-06-19;CLI00407;PROD0235;TIE007;PROMO_NONE;1;197.32;0.0
VTA002364;2024-06-19;CLI04820;PROD0091;TIE004;PROMO_NONE;1;19.08;0.0
VTA002364;2024-06-19;CLI04820;PROD0117;TIE016;PROMO_NONE;1;152.35;0.0
VTA002365;2024-06-19;CLI04646;PROD0103;TIE006;PROMO_NONE;1;76.6;0.0
VTA002366;2024-06-19;CLI02003;PROD0223;TIE014;PRM016;2;93.83;0.13
VTA002366;2024-06-19;CLI02003;PROD0075;TIE013;PROMO_NONE;1;155.73;0.0
VTA002366;2024-06-19;CLI02003;PROD0350;TIE014;PROMO_NONE;1;45.22;0.0
VTA002367;2024/Dic/19;CLI02230;PROD0049;TIE003;PROMO_NONE;2;35.89;0.0
VTA002367;2024-06-19;CLI02230;PROD0018;TIE007;PROMO_NONE;2;139.48;0.0
VTA002368;2024-06-19;CLI02631;PROD0115;TIE018;PROMO_NONE;2;152.16;0.0
VTA002369;2024-06-19;CLI01932;PROD0009;TIE001;PRM016;1;73.15;0.13
VTA002369;2024-06-19;CLI01932;PROD0092;TIE016;PROMO_NONE;2;204.04;0.0
VTA002369;2024-06-19;CLI01932;PROD0102;TIE011;PRM016;2;99.62;0.13
VTA002370;2024-06-19;CLI00910;PROD0056;TIE001;PROMO_NONE;1;82.83;0.0
VTA002370;2024-06-19;CLI00910;PROD0073;TIE019;PROMO_NONE;2;107.53;0.0
VTA002370;2024-06-19;CLI00910;PROD0015;TIE004;PRM016;2;127.64;0.13
VTA002371;2024-06-19;CLI02480;PROD0564;TIE001;PRM016;1;166.9;0.13
VTA002371;2024-06-19;CLI02480;PROD0072;TIE004;PRM016;1;16.67;0.13
VTA002372;2024-06-20;CLI03035;PROD0117;TIE004;PROMO_NONE;1;149.91;0.0
VTA002373;2024-06-20;CLI02767;PROD0026;TIE005;PRM016;2;15.92;0.13
VTA002374;2024-06-20;CLI03813;PROD0106;TIE007;PRM016;1;186.58;0.13
VTA002375;2024-06-20;CLI02348;PROD0072;TIE012;PRM016;1;16.67;0.13
VTA002375;2024-06-20;CLI02348;PROD0091;TIE017;PRM016;2;18.22;0.13
VTA002376;2024-06-20;CLI02231;PROD0042;TIE007;PRM016;1;19.9;0.13
VTA002376;2024-06-20;CLI02231;PROD0029;TIE006;PROMO_NONE;1;87.66;0.0
VTA002377;2024-06-20;CLI01125;PROD0096;TIE003;PRM016;1;164.36;0.13
VTA002377;2024-06-20;CLI01125;PROD0015;TIE011;PRM016;1;129.14;0.13
VTA002378;2024-06-20;CLI03361;PROD0049;TIE006;PRM016;1;36.52;0.13
VTA002379;2024-06-20;CLI02068;PROD0101;TIE016;PRM016;1;19.01;0.13
VTA002379;2024-06-20;CLI02068;PROD0065;TIE001;PRM016;1;22.64;0.13
VTA002380;2024-06-20;CLI03351;PROD0049;TIE013;PRM016;1;38.0;0.13
VTA002381;2024/Dic/20;CLI00465;PROD0113;TIE017;PROMO_NONE;1;84.85;0.0
VTA002381;2024-06-20;CLI00465;PROD0032;TIE007;PRM016;2;26.1;0.13
VTA002381;2024-06-20;CLI00465;PROD0097;TIE012;PROMO_NONE;1;40.87;0.0
VTA002382;2024-06-20;CLI04175;PROD0113;TIE014;PRM016;2;89.62;0.13
VTA002382;2024-06-20;CLI04175;PROD0014;TIE009;PROMO_NONE;1;93.53;0.0
VTA002383;2024-06-20;CLI03976;PROD0021;TIE004;PRM016;2;67.88;0.13
VTA002383;2024-06-20;CLI03976;PROD0092;TIE007;PROMO_NONE;2;211.1;0.0
VTA002383;2024-06-20;CLI03976;PROD0058;TIE018;PRM016;2;166.24;0.13
VTA002384;2024-06-20;CLI03234;PROD0091;TIE012;PRM016;1;18.7;
VTA002384;2024-06-20;CLI03234;PROD0462;TIE016;PROMO_NONE;1;126.06;0.0
VTA002384;2024-06-20;CLI03234;PROD0053;TIE010;PRM016;1;140.41;0.13
VTA002385;2024-06-20;CLI02526;PROD0004;TIE007;PRM016;1;110.28;0.13
VTA002385;2024-06-20;CLI02526;PROD0585;TIE014;PROMO_NONE;2;26.53;0.0
VTA002386;2024-06-20;CLI01953;PROD0115;TIE011;PROMO_NONE;1;143.28;0.0
VTA002386;2024-06-20;CLI01953;PROD0106;TIE016;PROMO_NONE;1;183.63;0.0
VTA002386;2024/Dic/20;CLI01953;PROD0435;TIE011;PRM016;1;77.0;0.13
VTA002387;2024-06-20;CLI00567;PROD0002;TIE012;PRM016;1;81.64;0.13
VTA002387;2024-06-20;CLI00567;PROD0100;TIE007;PROMO_NONE;1;11.03;0.0
VTA002388;2024-06-20;CLI01253;PROD0345;TIE006;PROMO_NONE;1;19.91;0.0
VTA002388;2024-06-20;CLI01253;PROD0027;TIE008;PRM016;1;23.05;0.13
VTA002389;2024-06-20;CLI03710;PROD0117;TIE001;PRM016;1;153.63;0.13
VTA002389;2024-06-20;CLI03710;PROD0076;TIE011;PRM016;1;56.92;0.13
VTA002390;2024-06-20;CLI00539;PROD0008;TIE009;PRM016;1;144.62;0.13
VTA002390;20/06/2024;CLI00539;PROD0217;TIE016;PROMO_NONE;1;85.45;0.0
VTA002391;2024-06-20;CLI00325;PROD0087;TIE004;PROMO_NONE;1;85.49;0.0
VTA002392;2024-06-20;CLI04335;PROD0013;TIE005;PROMO_NONE;1;27.76;0.0
VTA002393;2024-06-20;CLI00452;PROD0009;TIE009;PRM016;1;75.52;0.13
VTA002393;2024-06-20;CLI00452;PROD0072;TIE017;PROMO_NONE;1;15.62;0.0
VTA002394;2024-06-21;CLI03642;PROD0072;TIE007;PRM016;2;16.42;0.13
VTA002394;2024-06-21;CLI03642;PROD0105;TIE010;PRM016;1;34.52;0.13
VTA002394;2024-06-21;CLI03642;PROD0058;TIE017;PRM016;1;164.34;0.13
VTA002395;2024-06-21;CLI04471;PROD0040;TIE015;PROMO_NONE;2;123.6;0.0
VTA002395;21/06/2024;CLI04471;PROD0025;TIE019;PROMO_NONE;1;112.69;0.0
VTA002395;2024-06-21;CLI04471;PROD0585;TIE019;PROMO_NONE;1;26.59;0.0
VTA002396;2024-06-21;CLI03524;PROD0097;TIE014;PROMO_NONE;2;40.83;0.0
VTA002397;2024-06-21;CLI03333;PROD0120;TIE014;PRM016;1;64.63;0.13
VTA002398;2024-06-21;CLI03666;PROD0095;TIE005;PROMO_NONE;2;117.0;0.0
VTA002398;2024-06-21;CLI03666;PROD0021;TIE014;PRM016;1;67.84;0.13
VTA002398;2024-06-21;CLI03666;PROD0118;TIE017;PROMO_NONE;2;162.77;0.0
VTA002399;2024-06-21;CLI02928;PROD0237;TIE016;PROMO_NONE;1;119.86;0.0
VTA002399;2024-06-21;CLI02928;PROD0068;TIE018;PROMO_NONE;1;172.0;0.0
VTA002400;2024-06-21;CLI02662;PROD0021;TIE019;PRM016;2;69.59;0.13
VTA002400;2024-06-21;CLI02662;PROD0178;TIE015;PROMO_NONE;1;49.18;0.0
VTA002401;2024-06-21;CLI00531;PROD0297;TIE013;PROMO_NONE;1;36.35;0.0
VTA002401;2024-06-21;CLI00531;PROD0004;TIE020;PRM016;1;116.69;0.13
VTA002402;2024-06-21;CLI04344;PROD0028;TIE003;PROMO_NONE;1;106.05;0.0
VTA002402;2024-06-21;CLI04344;PROD0021;TIE004;PROMO_NONE;1;70.64;0.0
VTA002403;2024-06-21;CLI02431;PROD0014;TIE003;PROMO_NONE;2;96.38;0.0
VTA002403;2024-06-21;CLI02431;PROD0554;TIE007;PRM016;1;18.86;0.13
VTA002404;2024-06-21;CLI04921;PROD0002;TIE010;PROMO_NONE;1;78.68;0.0
VTA002405;2024-06-21;CLI02047;PROD0038;TIE006;PROMO_NONE;1;38.68;0.0
VTA002405;2024-06-21;CLI02047;PROD0001;TIE009;PROMO_NONE;1;123.63;0.0
VTA002405;2024-06-21;CLI02047;PROD0065;TIE015;PROMO_NONE;1;21.99;
VTA002406;2024-06-21;CLI02571;PROD0113;TIE012;PRM016;1;84.09;0.13
VTA002407;2024-06-21;CLI02461;PROD0030;TIE008;PROMO_NONE;1;128.13;0.0
VTA002407;2024-06-21;CLI02461;PROD0142;TIE002;PRM016;1;44.27;0.13
VTA002408;2024-06-21;CLI02249;PROD0065;TIE008;PROMO_NONE;1;21.04;0.0
VTA002409;2024-06-21;CLI02688;PROD0028;TIE013;PRM016;1;109.03;0.13
VTA002410;2024-06-21;CLI04552;PROD0008;TIE019;PROMO_NONE;1;142.68;0.0
VTA002410;2024-06-21;CLI04552;PROD0004;TIE016;PRM016;1;111.81;0.13
VTA002410;2024-06-21;CLI04552;PROD0073;TIE002;PROMO_NONE;1;103.59;0.0
VTA002411;2024-06-21;CLI01986;PROD0018;TIE020;PRM016;1;132.17;0.13
VTA002411;21/06/2024;CLI01986;PROD0013;TIE010;PROMO_NONE;1;26.26;0.0
VTA002411;2024-06-21;CLI01986;PROD0002;TIE015;PRM016;2;77.16;0.13
VTA002412;2024-06-22;CLI00766;PROD0002;TIE019;PRM016;1;80.86;0.13
VTA002412;2024-06-22;CLI00766;PROD0581;TIE002;PRM016;1;43.53;0.13
VTA002413;2024-06-22;CLI03079;PROD0092;TIE014;PRM016;2;197.13;0.13
VTA002413;2024-06-22;CLI03079;PROD0538;TIE017;PROMO_NONE;1;166.75;0.0
VTA002413;2024-06-22;CLI03079;PROD0107;TIE020;PRM016;1;105.23;0.13
VTA002414;2024-06-22;CLI03914;PROD0085;TIE019;PROMO_NONE;2;147.04;0.0
VTA002414;2024-06-22;CLI03914;PROD0554;TIE001;PRM016;1;18.09;0.13
VTA002415;2024-06-22;CLI01553;PROD0066;TIE008;PROMO_NONE;2;44.77;0.0
VTA002415;2024-06-22;CLI01553;PROD0024;TIE010;PROMO_NONE;2;29.44;0.0
VTA002415;2024-06-22;CLI01553;PROD0115;TIE010;PRM016;1;149.34;0.13
VTA002416;2024-06-22;CLI03440;PROD0008;TIE017;PRM016;1;144.8;0.13
VTA002416;2024-06-22;CLI03440;PROD0528;TIE015;PROMO_NONE;2;150.13;0.0
VTA002417;2024-06-22;CLI03643;PROD0099;TIE003;PRM016;2;192.71;0.13
VTA002418;2024-06-22;CLI02109;PROD0179;TIE001;PROMO_NONE;1;66.76;0.0
VTA002418;2024-06-22;CLI02109;PROD0088;TIE011;PRM016;1;197.19;0.13
VTA002419;2024-06-22;CLI02352;PROD0118;TIE006;PRM016;2;168.09;0.13
VTA002419;2024-06-22;CLI02352;PROD0468;TIE005;PROMO_NONE;1;5.12;0.0
VTA002420;2024-06-22;CLI00482;PROD0051;TIE017;PROMO_NONE;1;132.81;0.0
VTA002420;2024-06-22;CLI00482;PROD0057;TIE014;PRM016;1;134.38;0.13
VTA002421;2024-06-22;CLI03835;PROD0049;TIE002;PRM016;1;38.06;0.13
VTA002422;2024-06-22;CLI03236;PROD0002;TIE008;PROMO_NONE;1;77.55;0.0
VTA002422;2024-06-22;CLI03236;PROD0563;TIE005;PRM016;1;67.13;0.13
VTA002423;2024-06-22;CLI01166;PROD0007;TIE012;PROMO_NONE;2;133.3;0.0
VTA002424;2024-06-22;CLI01883;PROD0030;TIE019;PROMO_NONE;1;134.57;0.0
VTA002424;2024-06-22;CLI01883;PROD0087;TIE016;PRM016;1;80.3;0.13
VTA002425;2024-06-22;CLI03916;PROD0053;TIE020;PROMO_NONE;1;134.95;0.0
VTA002425;2024-06-22;CLI03916;PROD0048;TIE011;PRM016;1;132.74;0.13
VTA002425;2024-06-22;CLI03916;PROD0084;TIE017;PROMO_NONE;2;120.76;0.0
VTA002426;2024-06-22;CLI00187;PROD0031;TIE005;PRM016;1;126.82;0.13
VTA002426;2024-06-22;CLI00187;PROD0078;TIE011;PRM016;2;144.55;0.13
VTA002427;2024-06-22;CLI02043;PROD0022;TIE002;PROMO_NONE;1;131.01;0.0
VTA002428;2024-06-22;CLI02227;PROD0176;TIE005;PROMO_NONE;2;128.54;0.0
VTA002428;2024/Dic/22;CLI02227;PROD0003;TIE010;PRM016;2;99.84;0.13
VTA002428;2024-06-22;CLI02227;PROD0088;TIE013;PROMO_NONE;2;187.63;0.0
VTA002429;2024-06-22;CLI02442;PROD0348;TIE020;PRM016;2;12.77;0.13
VTA002429;2024-06-22;CLI02442;PROD0254;TIE005;PROMO_NONE;1;11.2;0.0
VTA002429;2024-06-22;CLI02442;PROD0054;TIE008;PRM016;1;57.16;0.13
VTA002430;2024-06-22;CLI02984;PROD0054;TIE005;PRM016;2;54.27;0.13
VTA002430;2024-06-22;CLI02984;PROD0043;TIE012;PRM016;1;35.16;0.13
VTA002431;2024-06-22;CLI03823;PROD0060;TIE013;PRM016;1;22.69;0.13
VTA002432;2024-06-22;CLI02442;PROD0002;TIE013;PRM016;1;81.61;0.13
VTA002432;2024-06-22;CLI02442;PROD0327;TIE015;PROMO_NONE;2;73.12;0.0
VTA002432;2024-06-22;CLI02442;PROD0024;TIE012;PROMO_NONE;1;29.17;0.0
VTA002433;2024-06-23;CLI03636;PROD0065;TIE016;PROMO_NONE;1;22.12;0.0
VTA002433;2024-06-23;CLI03636;PROD0060;TIE006;PRM016;2;21.85;0.13
VTA002434;2024-06-23;CLI02712;PROD0006;TIE004;PROMO_NONE;1;146.76;0.0
VTA002434;2024-06-23;CLI02712;PROD0055;TIE019;PROMO_NONE;2;16.43;0.0
VTA002434;2024-06-23;CLI02712;PROD0003;TIE005;PROMO_NONE;1;101.25;0.0
VTA002435;2024-06-23;CLI02182;PROD0022;TIE002;PRM016;2;140.94;0.13
VTA002435;2024-06-23;CLI02182;PROD0233;TIE008;PROMO_NONE;1;117.36;0.0
VTA002436;2024-06-23;CLI01122;PROD0044;TIE010;PRM016;2;203.51;0.13
VTA002436;2024-06-23;CLI01122;PROD0039;TIE014;PRM016;1;4.61;0.13
VTA002437;2024-06-23;CLI00166;PROD0054;TIE009;PROMO_NONE;2;58.61;
VTA002437;2024-06-23;CLI00166;PROD0074;TIE006;PROMO_NONE;2;22.1;0.0
VTA002437;2024-06-23;CLI00166;PROD0115;TIE015;PRM016;2;148.16;0.13
VTA002438;2024-06-23;CLI03173;PROD0064;TIE013;PROMO_NONE;1;88.64;0.0
VTA002438;2024-06-23;CLI03173;PROD0097;TIE014;PROMO_NONE;1;40.94;0.0
VTA002438;2024-06-23;CLI03173;PROD0110;TIE014;PROMO_NONE;1;20.2;0.0
VTA002439;2024-06-23;CLI03035;PROD0056;TIE008;PROMO_NONE;1;77.29;0.0
VTA002440;2024-06-23;CLI02527;PROD0025;TIE002;PROMO_NONE;1;116.09;
VTA002440;2024-06-23;CLI02527;PROD0022;TIE009;PRM016;1;140.8;0.13
VTA002440;2024-06-23;CLI02527;PROD0026;TIE007;PROMO_NONE;1;16.07;0.0
VTA002441;2024-06-23;CLI00746;PROD0115;TIE005;PRM016;1;155.02;0.13
VTA002441;2024-06-23;CLI00746;PROD0423;TIE007;PRM016;2;156.28;0.13
VTA002441;2024-06-23;CLI00746;PROD0096;TIE002;PRM016;1;163.4;0.13
VTA002442;2024-06-23;CLI00297;PROD0086;TIE019;PROMO_NONE;2;113.36;0.0
VTA002442;2024-06-23;CLI00297;PROD0065;TIE010;PRM016;1;21.24;0.13
VTA002443;2024-06-23;CLI04006;PROD0354;TIE018;PROMO_NONE;1;53.79;0.0
VTA002444;2024-06-23;CLI04806;PROD0106;TIE017;PROMO_NONE;2;196.31;0.0
VTA002444;2024-06-23;CLI04806;PROD0074;TIE019;PROMO_NONE;1;23.05;0.0
VTA002445;2024-06-23;CLI00275;PROD0554;TIE014;PRM016;2;18.73;0.13
VTA002445;2024-06-23;CLI00275;PROD0041;TIE017;PRM016;1;64.19;0.13
VTA002446;2024-06-23;CLI03220;PROD0528;TIE012;PROMO_NONE;1;154.92;0.0
VTA002446;2024-06-23;CLI03220;PROD0069;TIE001;PROMO_NONE;2;64.47;0.0
VTA002447;2024-06-23;CLI03784;PROD0116;TIE010;PRM016;1;41.56;0.13
VTA002448;2024-06-23;CLI01590;PROD0058;TIE001;PROMO_NONE;1;163.55;0.0
VTA002448;2024-06-23;CLI01590;PROD0105;TIE015;PRM016;1;34.93;0.13
VTA002449;2024-06-23;CLI00640;PROD0496;TIE012;PROMO_NONE;2;172.27;0.0
VTA002449;2024-06-23;CLI00640;PROD0006;TIE012;PRM016;1;155.81;0.13
VTA002450;2024-06-23;CLI04333;PROD0004;TIE015;PROMO_NONE;1;114.98;0.0
VTA002450;2024-06-23;CLI04333;PROD0092;TIE014;PROMO_NONE;2;202.24;0.0
VTA002451;2024-06-23;CLI01425;PROD0101;TIE010;PROMO_NONE;1;18.87;0.0
VTA002452;2024-06-23;CLI02718;PROD0089;TIE020;PROMO_NONE;2;30.03;0.0
VTA002453;2024-06-23;CLI03910;PROD0120;TIE002;PRM016;1;60.94;0.13
VTA002453;2024-06-23;CLI03910;PROD0087;TIE012;PRM016;1;82.67;0.13
VTA002454;2024-06-23;CLI01336;PROD0018;TIE009;PRM016;1;135.12;0.13
VTA002454;2024-06-23;CLI01336;PROD0112;TIE014;PRM016;2;143.38;0.13
VTA002455;2024-06-23;CLI01768;PROD0065;TIE004;PROMO_NONE;1;22.39;0.0
VTA002456;2024-06-23;CLI04400;PROD0002;TIE009;PROMO_NONE;2;81.59;0.0
VTA002456;2024-06-23;CLI04400;PROD0125;TIE002;PROMO_NONE;1;145.35;0.0
VTA002456;2024-06-23;CLI04400;PROD0060;TIE015;PRM016;1;21.44;0.13
VTA002457;2024-06-24;CLI04860;PROD0035;TIE018;PRM016;2;193.07;0.13
VTA002458;2024-06-24;CLI04073;PROD0028;TIE005;PRM016;2;109.26;0.13
VTA002458;2024-06-24;CLI04073;PROD0087;TIE017;PRM016;2;81.42;0.13
VTA002459;2024-06-24;CLI02272;PROD0073;TIE008;PROMO_NONE;1;104.23;0.0
VTA002459;2024/Dic/24;CLI02272;PROD0231;TIE006;PROMO_NONE;1;39.94;0.0
VTA002460;2024-06-24;CLI00351;PROD0053;TIE008;PROMO_NONE;2;144.05;0.0
VTA002460;2024-06-24;CLI00351;PROD0037;TIE019;PROMO_NONE;1;6.52;0.0
VTA002460;2024-06-24;CLI00351;PROD0365;TIE018;PRM016;1;35.29;0.13
VTA002461;2024-06-24;CLI01117;PROD0092;TIE005;PROMO_NONE;1;202.66;0.0
VTA002462;2024-06-24;CLI02421;PROD0043;TIE020;PRM016;1;37.93;0.13
VTA002463;2024/Dic/24;CLI01751;PROD0022;TIE020;PRM016;1;133.57;0.13
VTA002464;2024-06-24;CLI03294;PROD0106;TIE013;PROMO_NONE;2;187.32;0.0
VTA002464;2024-06-24;CLI03294;PROD0055;TIE015;PRM016;1;15.91;0.13
VTA002465;2024-06-24;CLI03298;PROD0108;TIE008;PRM016;1;20.19;0.13
VTA002465;2024-06-24;CLI03298;PROD0038;TIE020;PRM016;1;38.9;0.13
VTA002466;2024-06-24;CLI04264;PROD0023;TIE014;PROMO_NONE;2;136.54;0.0
VTA002467;2024-06-24;CLI01564;PROD0035;TIE015;PROMO_NONE;1;191.46;0.0
VTA002467;2024-06-24;CLI01564;PROD0014;TIE010;PRM016;2;91.66;0.13
VTA002468;2024-06-24;CLI02275;PROD0038;TIE015;PRM016;1;38.49;0.13
VTA002469;2024-06-24;CLI04627;PROD0030;TIE002;PRM016;2;133.76;0.13
VTA002469;2024-06-24;CLI04627;PROD0037;TIE013;PRM016;1;6.35;0.13
VTA002470;2024-06-24;CLI00129;PROD0142;TIE013;PROMO_NONE;2;43.67;0.0
VTA002470;2024-06-24;CLI00129;PROD0369;TIE012;PRM016;1;179.0;0.13
VTA002471;24/06/2024;CLI01837;PROD0078;TIE005;PRM016;1;141.59;0.13
VTA002472;2024-06-24;CLI02978;PROD0036;TIE016;PROMO_NONE;1;91.86;0.0
VTA002472;2024-06-24;CLI02978;PROD0121;TIE009;PROMO_NONE;1;145.6;0.0
VTA002472;2024-06-24;CLI02978;PROD0031;TIE014;PROMO_NONE;2;125.63;0.0
VTA002473;2024-06-24;CLI03410;PROD0151;TIE011;PROMO_NONE;2;28.99;0.0
VTA002473;2024-06-24;CLI03410;PROD0499;TIE010;PROMO_NONE;1;132.11;0.0
VTA002474;2024-06-24;CLI04390;PROD0365;TIE012;PROMO_NONE;1;36.2;0.0
VTA002474;2024-06-24;CLI04390;PROD0001;TIE010;PRM016;1;125.19;0.13
VTA002474;2024-06-24;CLI04390;PROD0035;TIE019;PROMO_NONE;2;183.1;0.0
VTA002475;2024-06-24;CLI04764;PROD0115;TIE006;PRM016;1;152.22;0.13
VTA002475;2024-06-24;CLI04764;PROD0393;TIE013;PROMO_NONE;1;32.72;0.0
VTA002476;2024-06-24;CLI02589;PROD0120;TIE002;PROMO_NONE;2;64.56;0.0
VTA002476;2024-06-24;CLI02589;PROD0048;TIE019;PROMO_NONE;1;136.66;0.0
VTA002476;2024-06-24;CLI02589;PROD0100;TIE018;PROMO_NONE;1;11.41;0.0
VTA002477;2024-06-24;CLI01607;PROD0106;TIE002;PRM016;1;196.72;0.13
VTA002478;2024-06-25;CLI00109;PROD0018;TIE016;PROMO_NONE;2;132.61;0.0
VTA002478;2024-06-25;CLI00109;PROD0004;TIE005;PROMO_NONE;1;110.48;0.0
VTA002478;2024-06-25;CLI00109;PROD0053;TIE007;PROMO_NONE;1;139.12;0.0
VTA002479;2024-06-25;CLI01645;PROD0054;TIE013;PRM013;2;56.7;0.25
VTA002479;2024-06-25;CLI01645;PROD0003;TIE013;PRM013;1;101.37;0.25
VTA002480;2024-06-25;CLI00330;PROD0091;TIE017;PROMO_NONE;1;18.97;0.0
VTA002481;2024-06-25;CLI01970;PROD0200;TIE012;PROMO_NONE;2;73.32;0.0
VTA002482;2024-06-25;CLI00298;PROD0097;TIE014;PROMO_NONE;1;40.97;0.0
VTA002483;2024-06-25;CLI01002;PROD0025;TIE020;PROMO_NONE;1;112.77;0.0
VTA002483;2024-06-25;CLI01002;PROD0012;TIE001;PRM013;1;63.59;0.25
VTA002484;2024-06-25;CLI04218;PROD0098;TIE004;PROMO_NONE;2;5.69;0.0
VTA002485;2024-06-25;CLI04852;PROD0009;TIE011;PRM013;1;77.28;0.25
VTA002485;2024-06-25;CLI04852;PROD0043;TIE008;PROMO_NONE;1;36.83;0.0
VTA002486;2024-06-25;CLI02263;PROD0059;TIE008;PRM013;1;156.53;0.25
VTA002486;2024-06-25;CLI02263;PROD0060;TIE009;PRM013;1;21.21;0.25
VTA002487;2024-06-25;CLI04050;PROD0013;TIE014;PROMO_NONE;2;28.38;0.0
VTA002487;2024-06-25;CLI04050;PROD0020;TIE011;PROMO_NONE;1;110.65;0.0
VTA002488;2024-06-25;CLI04798;PROD0228;TIE017;PROMO_NONE;1;187.65;0.0
VTA002488;2024-06-25;CLI04798;PROD0063;TIE019;PROMO_NONE;1;124.63;0.0
VTA002488;2024-06-25;CLI04798;PROD0038;TIE016;PRM013;2;37.97;0.25
VTA002489;2024-06-25;CLI04598;PROD0319;TIE011;PRM013;1;134.21;0.25
VTA002490;2024-06-25;CLI03367;PROD0057;TIE012;PRM013;1;136.69;0.25
VTA002491;2024-06-25;CLI02640;PROD0002;TIE019;PROMO_NONE;1;77.55;0.0
VTA002491;2024-06-25;CLI02640;PROD0170;TIE012;PROMO_NONE;1;79.54;0.0
VTA002492;2024-06-25;CLI00356;PROD0114;TIE002;PRM013;1;68.2;0.25
VTA002492;2024-06-25;CLI00356;PROD0257;TIE002;PRM013;2;93.74;0.25
VTA002492;2024-06-25;CLI00356;PROD0534;TIE017;PROMO_NONE;1;14.0;0.0
VTA002493;2024-06-25;CLI02135;PROD0087;TIE012;PROMO_NONE;1;79.87;0.0
VTA002493;2024-06-25;CLI02135;PROD0098;TIE002;PROMO_NONE;2;5.71;0.0
VTA002493;2024-06-25;CLI02135;PROD0046;TIE009;PRM013;1;165.9;0.25
VTA002494;2024-06-25;CLI00352;PROD0184;TIE002;PRM013;1;57.0;0.25
VTA002495;2024-06-25;CLI00098;PROD9999;TIE009;PRM013;1;0.0;0.25
VTA002495;2024-06-25;CLI00098;PROD0021;TIE019;PRM013;1;71.61;0.25
VTA002496;2024-06-25;CLI02668;PROD0115;TIE012;PRM013;1;146.1;0.25
VTA002496;2024-06-25;CLI02668;PROD0462;TIE008;PROMO_NONE;1;131.03;0.0
VTA002497;2024-06-25;CLI00191;PROD0099;TIE005;PRM013;1;186.73;0.25
VTA002497;2024-06-25;CLI00191;PROD0015;TIE014;PRM013;2;138.32;0.25
VTA002498;2024-06-25;CLI04721;PROD0097;TIE016;PRM013;1;39.18;0.25
VTA002498;2024-06-25;CLI04721;PROD0067;TIE003;PROMO_NONE;2;36.39;0.0
VTA002499;2024-06-25;CLI04981;PROD0110;TIE002;PROMO_NONE;1;19.61;0.0
VTA002499;2024-06-25;CLI04981;PROD0106;TIE005;PRM013;1;196.27;0.25
VTA002500;2024-06-25;CLI04071;PROD0048;TIE009;PROMO_NONE;2;137.03;0.0
VTA002500;2024-06-25;CLI04071;PROD0021;TIE009;PROMO_NONE;2;68.08;
VTA002500;2024-06-25;CLI04071;PROD0120;TIE012;PROMO_NONE;1;62.07;0.0
VTA002501;2024-06-25;CLI01157;PROD0106;TIE018;PROMO_NONE;1;179.38;0.0
VTA002501;2024-06-25;CLI01157;PROD0028;TIE007;PROMO_NONE;1;110.18;0.0
VTA002502;2024-06-25;CLI02040;PROD0102;TIE013;PRM013;1;99.01;0.25
VTA002502;2024-06-25;CLI02040;PROD0020;TIE002;PROMO_NONE;1;108.64;0.0
VTA002502;2024-06-25;CLI02040;PROD0057;TIE020;PROMO_NONE;1;130.62;0.0
VTA002503;2024-06-26;CLI02190;PROD0078;TIE015;PRM013;1;145.58;0.25
